Event,ParticleID,px,py,pz,E,vx,vy,vz
111,22,1.3890527139759629e-01,3.6992017161579120e-02,9.9989667924363204e+00,1.0000000000000000e+01,0,0,0
112,22,-2.9256558419010072e-02,1.3857067477291285e-01,9.9989970607997698e+00,1.0000000000000000e+01,0,0,0
113,22,4.8850686055268953e-02,7.3689076831137901e-02,9.9996091688839375e+00,1.0000000000000000e+01,0,0,0
114,22,3.5682792602775841e-02,5.6844445621347578e-02,9.9997747698292709e+00,1.0000000000000000e+01,0,0,0
115,22,2.8877743323773755e-02,-1.6489983785335652e-01,9.9985986077758149e+00,1.0000000000000000e+01,0,0,0
116,22,-1.2444348581788620e-02,-1.4841594438847225e-01,9.9988908307691631e+00,1.0000000000000000e+01,0,0,0
117,22,-1.9551828050195377e-01,2.1191439301224493e-02,9.9980659892246120e+00,1.0000000000000000e+01,0,0,0
118,22,5.8962987132854763e-02,-7.1528626815339044e-02,9.9995703418544082e+00,1.0000000000000000e+01,0,0,0
119,22,7.0015533137450292e-02,-1.1536994334023642e-01,9.9990893385994486e+00,1.0000000000000000e+01,0,0,0
120,22,-1.3985289811402185e-01,-7.4830943220270937e-02,9.9987419957125550e+00,1.0000000000000000e+01,0,0,0
121,22,7.3860313980896153e-02,-1.7635737483954800e-01,9.9981719694331304e+00,1.0000000000000000e+01,0,0,0
122,22,9.9574691131423101e-02,-1.0634650738729928e-01,9.9989387087456745e+00,1.0000000000000000e+01,0,0,0
123,22,-5.6253957961971801e-02,5.2163543835413627e-02,9.9997057185153277e+00,1.0000000000000000e+01,0,0,0
124,22,1.4303123222596240e-01,-6.7056474517630804e-02,9.9987521969410356e+00,1.0000000000000000e+01,0,0,0
125,22,-1.5532759799904614e-01,-1.6922286791105887e-02,9.9987792741669033e+00,1.0000000000000000e+01,0,0,0
126,22,-4.5347854091836004e-02,5.2702636408717141e-02,9.9997582972912316e+00,1.0000000000000000e+01,0,0,0
127,22,-2.6625458580139268e-02,7.6988133199468567e-02,9.9996681901102029e+00,1.0000000000000000e+01,0,0,0
128,22,-4.3154051567966978e-02,4.2747506173761461e-02,9.9998155172257661e+00,1.0000000000000000e+01,0,0,0
129,22,8.6352855756385030e-02,-5.9912436556484689e-03,9.9996253574472576e+00,1.0000000000000000e+01,0,0,0
130,22,-9.1362022342851741e-03,-1.8845712398096867e-01,9.9982198636672095e+00,1.0000000000000000e+01,0,0,0
131,22,-4.2637375711784914e-02,6.5450043660496560e-02,9.9996949126449479e+00,1.0000000000000000e+01,0,0,0
